Name,Class,IVs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELISE  ,School Kid (F),3,Pikachu 1,Sandshrew 1,Poliwag 1,Bellsprout 1,Geodude 1,Dratini 1,Snubbull 1,Remoraid 1,Larvitar 1,Baltoy 1,Snorunt 1,Bagon 1,Beldum 1,Gulpin 1,Venonat 1,Mankey 1,Machop 1,Shellder 1,Smoochum 1,Numel 1,Carvanha 1,Corphish 1,Charmander 1,Cyndaquil 1,Abra 1,Doduo 1,Gastly 1,Swablu 1,Treecko 1,Torchic 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Bulbasaur 1,Chikorita 1,Oddish 1,Psyduck 1,Cubone 1,Goldeen 1,Natu 1,Clefairy 1,Magnemite 1,Seel 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOEY   ,School Kid (F),3,Pikachu 1,Sandshrew 1,Poliwag 1,Bellsprout 1,Geodude 1,Dratini 1,Snubbull 1,Remoraid 1,Larvitar 1,Baltoy 1,Snorunt 1,Bagon 1,Beldum 1,Gulpin 1,Venonat 1,Mankey 1,Machop 1,Shellder 1,Smoochum 1,Numel 1,Carvanha 1,Corphish 1,Charmander 1,Cyndaquil 1,Abra 1,Doduo 1,Gastly 1,Swablu 1,Treecko 1,Torchic 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Bulbasaur 1,Chikorita 1,Oddish 1,Psyduck 1,Cubone 1,Goldeen 1,Natu 1,Clefairy 1,Magnemite 1,Seel 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANUEL ,Rich Boy,3,Ralts 1,Poochyena 1,Shedinja 1,Zubat 1,Spinarak 1,Wynaut 1,NidoranM 1,NidoranF 1,Kirlia 1,Meditite 1,Ekans 1,Shuppet 1,Duskull 1,Bellsprout 1,Baltoy 1,Beldum 1,Gulpin 1,Venonat 1,Smoochum 1,Abra 1,Gastly 1,Slowpoke 1,Bulbasaur 1,Oddish 1,Natu 1,Grimer 1,Exeggcute 1,Drowzee 1,Houndour 1,Spoink 1,Tentacool 1,Koffing 1,Nidorina 1,Nidorino 1,Beedrill 1,Dustox 1,Ariados 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUSS   ,Rich Boy,3,Ralts 1,Poochyena 1,Shedinja 1,Zubat 1,Spinarak 1,Wynaut 1,NidoranM 1,NidoranF 1,Kirlia 1,Meditite 1,Ekans 1,Shuppet 1,Duskull 1,Bellsprout 1,Baltoy 1,Beldum 1,Gulpin 1,Venonat 1,Smoochum 1,Abra 1,Gastly 1,Slowpoke 1,Bulbasaur 1,Oddish 1,Natu 1,Grimer 1,Exeggcute 1,Drowzee 1,Houndour 1,Spoink 1,Tentacool 1,Koffing 1,Nidorina 1,Nidorino 1,Beedrill 1,Dustox 1,Ariados 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUSTIN ,Rich Boy,3,Ralts 1,Poochyena 1,Shedinja 1,Zubat 1,Spinarak 1,Wynaut 1,NidoranM 1,NidoranF 1,Kirlia 1,Meditite 1,Ekans 1,Shuppet 1,Duskull 1,Bellsprout 1,Baltoy 1,Beldum 1,Gulpin 1,Venonat 1,Smoochum 1,Abra 1,Gastly 1,Slowpoke 1,Bulbasaur 1,Oddish 1,Natu 1,Grimer 1,Exeggcute 1,Drowzee 1,Houndour 1,Spoink 1,Tentacool 1,Koffing 1,Nidorina 1,Nidorino 1,Beedrill 1,Dustox 1,Ariados 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TINA   ,Lady,3,Ralts 1,Poochyena 1,Shedinja 1,Zubat 1,Spinarak 1,Wynaut 1,NidoranM 1,NidoranF 1,Kirlia 1,Meditite 1,Ekans 1,Shuppet 1,Duskull 1,Bellsprout 1,Baltoy 1,Beldum 1,Gulpin 1,Venonat 1,Smoochum 1,Abra 1,Gastly 1,Slowpoke 1,Bulbasaur 1,Oddish 1,Natu 1,Grimer 1,Exeggcute 1,Drowzee 1,Houndour 1,Spoink 1,Tentacool 1,Koffing 1,Nidorina 1,Nidorino 1,Beedrill 1,Dustox 1,Ariados 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILLIAN,Lady,3,Ralts 1,Poochyena 1,Shedinja 1,Zubat 1,Spinarak 1,Wynaut 1,NidoranM 1,NidoranF 1,Kirlia 1,Meditite 1,Ekans 1,Shuppet 1,Duskull 1,Bellsprout 1,Baltoy 1,Beldum 1,Gulpin 1,Venonat 1,Smoochum 1,Abra 1,Gastly 1,Slowpoke 1,Bulbasaur 1,Oddish 1,Natu 1,Grimer 1,Exeggcute 1,Drowzee 1,Houndour 1,Spoink 1,Tentacool 1,Koffing 1,Nidorina 1,Nidorino 1,Beedrill 1,Dustox 1,Ariados 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOE    ,Lady,3,Ralts 1,Poochyena 1,Shedinja 1,Zubat 1,Spinarak 1,Wynaut 1,NidoranM 1,NidoranF 1,Kirlia 1,Meditite 1,Ekans 1,Shuppet 1,Duskull 1,Bellsprout 1,Baltoy 1,Beldum 1,Gulpin 1,Venonat 1,Smoochum 1,Abra 1,Gastly 1,Slowpoke 1,Bulbasaur 1,Oddish 1,Natu 1,Grimer 1,Exeggcute 1,Drowzee 1,Houndour 1,Spoink 1,Tentacool 1,Koffing 1,Nidorina 1,Nidorino 1,Beedrill 1,Dustox 1,Ariados 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEN   ,Camper,3,Grimer 1,Krabby 1,Exeggcute 1,Eevee 1,Drowzee 1,Voltorb 1,Chinchou 1,Teddiursa 1,Delibird 1,Houndour 1,Phanpy 1,Spoink 1,Aron 1,Luvdisc 1,Tentacool 1,Cacnea 1,Koffing 1,Staryu 1,Skiploom 1,Nuzleaf 1,Lombre 1,Vibrava 1,Rhyhorn 1,Clamperl 1,Pidgeotto 1,Growlithe 1,Farfetch'd 1,Omanyte 1,Kabuto 1,Lileep 1,Anorith 1,Aipom 1,Elekid 1,Loudred 1,Spinda 1,Nidorina 1,Nidorino 1,Flaaffy 1,Magby 1,Nosepass 1,Corsola 1,Mawile 1,Butterfree 1,Beedrill 1,Poliwhirl 1,Onix 1,Beautifly 1,Dustox 1,Ledian 1,Ariados 1,Yanma 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL     ,Camper,3,Grimer 1,Krabby 1,Exeggcute 1,Eevee 1,Drowzee 1,Voltorb 1,Chinchou 1,Teddiursa 1,Delibird 1,Houndour 1,Phanpy 1,Spoink 1,Aron 1,Luvdisc 1,Tentacool 1,Cacnea 1,Koffing 1,Staryu 1,Skiploom 1,Nuzleaf 1,Lombre 1,Vibrava 1,Rhyhorn 1,Clamperl 1,Pidgeotto 1,Growlithe 1,Farfetch'd 1,Omanyte 1,Kabuto 1,Lileep 1,Anorith 1,Aipom 1,Elekid 1,Loudred 1,Spinda 1,Nidorina 1,Nidorino 1,Flaaffy 1,Magby 1,Nosepass 1,Corsola 1,Mawile 1,Butterfree 1,Beedrill 1,Poliwhirl 1,Onix 1,Beautifly 1,Dustox 1,Ledian 1,Ariados 1,Yanma 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITCH  ,Camper,3,Grimer 1,Krabby 1,Exeggcute 1,Eevee 1,Drowzee 1,Voltorb 1,Chinchou 1,Teddiursa 1,Delibird 1,Houndour 1,Phanpy 1,Spoink 1,Aron 1,Luvdisc 1,Tentacool 1,Cacnea 1,Koffing 1,Staryu 1,Skiploom 1,Nuzleaf 1,Lombre 1,Vibrava 1,Rhyhorn 1,Clamperl 1,Pidgeotto 1,Growlithe 1,Farfetch'd 1,Omanyte 1,Kabuto 1,Lileep 1,Anorith 1,Aipom 1,Elekid 1,Loudred 1,Spinda 1,Nidorina 1,Nidorino 1,Flaaffy 1,Magby 1,Nosepass 1,Corsola 1,Mawile 1,Butterfree 1,Beedrill 1,Poliwhirl 1,Onix 1,Beautifly 1,Dustox 1,Ledian 1,Ariados 1,Yanma 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANNE   ,Picnicker,3,Grimer 1,Krabby 1,Exeggcute 1,Eevee 1,Drowzee 1,Voltorb 1,Chinchou 1,Teddiursa 1,Delibird 1,Houndour 1,Phanpy 1,Spoink 1,Aron 1,Luvdisc 1,Tentacool 1,Cacnea 1,Koffing 1,Staryu 1,Skiploom 1,Nuzleaf 1,Lombre 1,Vibrava 1,Rhyhorn 1,Clamperl 1,Pidgeotto 1,Growlithe 1,Farfetch'd 1,Omanyte 1,Kabuto 1,Lileep 1,Anorith 1,Aipom 1,Elekid 1,Loudred 1,Spinda 1,Nidorina 1,Nidorino 1,Flaaffy 1,Magby 1,Nosepass 1,Corsola 1,Mawile 1,Butterfree 1,Beedrill 1,Poliwhirl 1,Onix 1,Beautifly 1,Dustox 1,Ledian 1,Ariados 1,Yanma 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALIZE  ,Picnicker,3,Grimer 1,Krabby 1,Exeggcute 1,Eevee 1,Drowzee 1,Voltorb 1,Chinchou 1,Teddiursa 1,Delibird 1,Houndour 1,Phanpy 1,Spoink 1,Aron 1,Luvdisc 1,Tentacool 1,Cacnea 1,Koffing 1,Staryu 1,Skiploom 1,Nuzleaf 1,Lombre 1,Vibrava 1,Rhyhorn 1,Clamperl 1,Pidgeotto 1,Growlithe 1,Farfetch'd 1,Omanyte 1,Kabuto 1,Lileep 1,Anorith 1,Aipom 1,Elekid 1,Loudred 1,Spinda 1,Nidorina 1,Nidorino 1,Flaaffy 1,Magby 1,Nosepass 1,Corsola 1,Mawile 1,Butterfree 1,Beedrill 1,Poliwhirl 1,Onix 1,Beautifly 1,Dustox 1,Ledian 1,Ariados 1,Yanma 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUREN ,Picnicker,3,Grimer 1,Krabby 1,Exeggcute 1,Eevee 1,Drowzee 1,Voltorb 1,Chinchou 1,Teddiursa 1,Delibird 1,Houndour 1,Phanpy 1,Spoink 1,Aron 1,Luvdisc 1,Tentacool 1,Cacnea 1,Koffing 1,Staryu 1,Skiploom 1,Nuzleaf 1,Lombre 1,Vibrava 1,Rhyhorn 1,Clamperl 1,Pidgeotto 1,Growlithe 1,Farfetch'd 1,Omanyte 1,Kabuto 1,Lileep 1,Anorith 1,Aipom 1,Elekid 1,Loudred 1,Spinda 1,Nidorina 1,Nidorino 1,Flaaffy 1,Magby 1,Nosepass 1,Corsola 1,Mawile 1,Butterfree 1,Beedrill 1,Poliwhirl 1,Onix 1,Beautifly 1,Dustox 1,Ledian 1,Ariados 1,Yanma 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIPP   ,Tuber (M),3,Ralts 1,Magikarp 1,Feebas 1,Wooper 1,Lotad 1,Marill 1,Wynaut 1,Surskit 1,Wingull 1,Kirlia 1,Meditite 1,Barboach 1,Spheal 1,Horsea 1,Poliwag 1,Remoraid 1,Shellder 1,Smoochum 1,Carvanha 1,Corphish 1,Abra 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Psyduck 1,Goldeen 1,Natu 1,Seel 1,Exeggcute 1,Drowzee 1,Spoink 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASON  ,Tuber (M),3,Ralts 1,Magikarp 1,Feebas 1,Wooper 1,Lotad 1,Marill 1,Wynaut 1,Surskit 1,Wingull 1,Kirlia 1,Meditite 1,Barboach 1,Spheal 1,Horsea 1,Poliwag 1,Remoraid 1,Shellder 1,Smoochum 1,Carvanha 1,Corphish 1,Abra 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Psyduck 1,Goldeen 1,Natu 1,Seel 1,Exeggcute 1,Drowzee 1,Spoink 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOHN   ,Tuber (M),3,Ralts 1,Magikarp 1,Feebas 1,Wooper 1,Lotad 1,Marill 1,Wynaut 1,Surskit 1,Wingull 1,Kirlia 1,Meditite 1,Barboach 1,Spheal 1,Horsea 1,Poliwag 1,Remoraid 1,Shellder 1,Smoochum 1,Carvanha 1,Corphish 1,Abra 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Psyduck 1,Goldeen 1,Natu 1,Seel 1,Exeggcute 1,Drowzee 1,Spoink 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANN    ,Tuber (F),3,Ralts 1,Magikarp 1,Feebas 1,Wooper 1,Lotad 1,Marill 1,Wynaut 1,Surskit 1,Wingull 1,Kirlia 1,Meditite 1,Barboach 1,Spheal 1,Horsea 1,Poliwag 1,Remoraid 1,Shellder 1,Smoochum 1,Carvanha 1,Corphish 1,Abra 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Psyduck 1,Goldeen 1,Natu 1,Seel 1,Exeggcute 1,Drowzee 1,Spoink 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EILEEN ,Tuber (F),3,Ralts 1,Magikarp 1,Feebas 1,Wooper 1,Lotad 1,Marill 1,Wynaut 1,Surskit 1,Wingull 1,Kirlia 1,Meditite 1,Barboach 1,Spheal 1,Horsea 1,Poliwag 1,Remoraid 1,Shellder 1,Smoochum 1,Carvanha 1,Corphish 1,Abra 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Psyduck 1,Goldeen 1,Natu 1,Seel 1,Exeggcute 1,Drowzee 1,Spoink 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARLIE ,Tuber (F),3,Ralts 1,Magikarp 1,Feebas 1,Wooper 1,Lotad 1,Marill 1,Wynaut 1,Surskit 1,Wingull 1,Kirlia 1,Meditite 1,Barboach 1,Spheal 1,Horsea 1,Poliwag 1,Remoraid 1,Shellder 1,Smoochum 1,Carvanha 1,Corphish 1,Abra 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Psyduck 1,Goldeen 1,Natu 1,Seel 1,Exeggcute 1,Drowzee 1,Spoink 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GORDON ,Swimmer♂,3,Azurill 1,Igglybuff 1,Tyrogue 1,Sentret 1,Cleffa 1,Makuhita 1,Whismur 1,Zigzagoon 1,Togepi 1,Smeargle 1,Rattata 1,Skitty 1,Jigglypuff 1,Meditite 1,Slakoth 1,Ditto 1,Meowth 1,Poliwag 1,Snubbull 1,Remoraid 1,Mankey 1,Machop 1,Shellder 1,Carvanha 1,Corphish 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Psyduck 1,Goldeen 1,Clefairy 1,Seel 1,Krabby 1,Eevee 1,Chinchou 1,Teddiursa 1,Luvdisc 1,Tentacool 1,Staryu 1,Lombre 1,Clamperl 1,Omanyte 1,Kabuto 1,Aipom 1,Loudred 1,Spinda 1,Corsola 1,Mawile 1,Poliwhirl 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYDEN  ,Swimmer♂,3,Azurill 1,Igglybuff 1,Tyrogue 1,Sentret 1,Cleffa 1,Makuhita 1,Whismur 1,Zigzagoon 1,Togepi 1,Smeargle 1,Rattata 1,Skitty 1,Jigglypuff 1,Meditite 1,Slakoth 1,Ditto 1,Meowth 1,Poliwag 1,Snubbull 1,Remoraid 1,Mankey 1,Machop 1,Shellder 1,Carvanha 1,Corphish 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Psyduck 1,Goldeen 1,Clefairy 1,Seel 1,Krabby 1,Eevee 1,Chinchou 1,Teddiursa 1,Luvdisc 1,Tentacool 1,Staryu 1,Lombre 1,Clamperl 1,Omanyte 1,Kabuto 1,Aipom 1,Loudred 1,Spinda 1,Corsola 1,Mawile 1,Poliwhirl 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCO  ,Swimmer♂,3,Azurill 1,Igglybuff 1,Tyrogue 1,Sentret 1,Cleffa 1,Makuhita 1,Whismur 1,Zigzagoon 1,Togepi 1,Smeargle 1,Rattata 1,Skitty 1,Jigglypuff 1,Meditite 1,Slakoth 1,Ditto 1,Meowth 1,Poliwag 1,Snubbull 1,Remoraid 1,Mankey 1,Machop 1,Shellder 1,Carvanha 1,Corphish 1,Mudkip 1,Squirtle 1,Totodile 1,Slowpoke 1,Psyduck 1,Goldeen 1,Clefairy 1,Seel 1,Krabby 1,Eevee 1,Chinchou 1,Teddiursa 1,Luvdisc 1,Tentacool 1,Staryu 1,Lombre 1,Clamperl 1,Omanyte 1,Kabuto 1,Aipom 1,Loudred 1,Spinda 1,Corsola 1,Mawile 1,Poliwhirl 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
